Page,Address,Value
0,0x0456,0xfd,
0,0x0457,0x01,
0,0x0458,0xaf,
0,0x0459,0x01,
0,0x045a,0xbf,
0,0x045b,0x01,
0,0x045c,0xbf,
0,0x045d,0x01,
0,0x045e,0xd5,
0,0x045f,0x02,
0,0x0460,0x0d,
0,0x0461,0x02,
0,0x0462,0x15,
0,0x0463,0x02,
0,0x0464,0x15,
0,0x0465,0x02,
0,0x0466,0x25,
0,0x0467,0x02,
0,0x0468,0x6d,
0,0x0469,0x02,
0,0x046a,0x66,
0,0x046b,0x02,
0,0x046c,0x66,
0,0x046d,0x02,
0,0x046e,0x78,
0,0x046f,0x02,
0,0x0470,0xc4,
0,0x0471,0x02,
0,0x0472,0xb7,
0,0x0473,0x02,
0,0x0474,0xbc,
0,0x0475,0x02,
0,0x0476,0xcb,
0,0x0477,0x03,
0,0x0478,0x1c,
0,0x0479,0x03,
0,0x047a,0x0d,
0,0x047b,0x03,
0,0x047c,0x0d,
0,0x047d,0x03,
0,0x047e,0x1d,
0,0x047f,0x03,
0,0x0480,0x6a,
0,0x0481,0x03,
0,0x0482,0x5d,
0,0x0483,0x03,
0,0x0484,0x5d,
0,0x0485,0x03,
0,0x0486,0x69,
0,0x0487,0x03,
0,0x0488,0xa8,
0,0x0489,0x03,
0,0x048a,0x9e,
0,0x048b,0x03,
0,0x048c,0x93,
0,0x048d,0x03,
0,0x048e,0xa5,
0,0x048f,0x03,
0,0x0490,0xd3,
0,0x0491,0x03,
0,0x0492,0xc9,
0,0x0493,0x03,
0,0x0494,0xb9,
0,0x0495,0x03,
0,0x0496,0xca,
0,0x0497,0x03,
0,0x0498,0xdc,
0,0x0499,0x03,
0,0x049a,0xd9,
0,0x049b,0x03,
0,0x049c,0xc4,
0,0x049d,0x03,
0,0x049e,0xd2,
0,0x049f,0x03,
0,0x04a0,0xd3,
0,0x04a1,0x03,
0,0x04a2,0xc9,
0,0x04a3,0x03,
0,0x04a4,0xb9,
0,0x04a5,0x03,
0,0x04a6,0xca,
0,0x04a7,0x03,
0,0x04a8,0xb0,
0,0x04a9,0x03,
0,0x04aa,0xa3,
0,0x04ab,0x03,
0,0x04ac,0x93,
0,0x04ad,0x03,
0,0x04ae,0xa5,
0,0x04af,0x03,
0,0x04b0,0x7c,
0,0x04b1,0x03,
0,0x04b2,0x63,
0,0x04b3,0x03,
0,0x04b4,0x58,
0,0x04b5,0x03,
0,0x04b6,0x69,
0,0x04b7,0x03,
0,0x04b8,0x2d,
0,0x04b9,0x03,
0,0x04ba,0x12,
0,0x04bb,0x03,
0,0x04bc,0x12,
0,0x04bd,0x03,
0,0x04be,0x1d,
0,0x04bf,0x02,
0,0x04c0,0xd6,
0,0x04c1,0x02,
0,0x04c2,0xc1,
0,0x04c3,0x02,
0,0x04c4,0xc1,
0,0x04c5,0x02,
0,0x04c6,0xcb,
0,0x04c7,0x02,
0,0x04c8,0x7e,
0,0x04c9,0x02,
0,0x04ca,0x71,
0,0x04cb,0x02,
0,0x04cc,0x71,
0,0x04cd,0x02,
0,0x04ce,0x7f,
0,0x04cf,0x02,
0,0x04d0,0x27,
0,0x04d1,0x02,
0,0x04d2,0x25,
0,0x04d3,0x02,
0,0x04d4,0x25,
0,0x04d5,0x02,
0,0x04d6,0x34,
0,0x04d7,0x01,
0,0x04d8,0xd5,
0,0x04d9,0x01,
0,0x04da,0xdd,
0,0x04db,0x01,
0,0x04dc,0xdd,
0,0x04dd,0x01,
0,0x04de,0xee,
0,0x04df,0x01,
0,0x04e0,0xa1,
0,0x04e1,0x01,
0,0x04e2,0xab,
0,0x04e3,0x01,
0,0x04e4,0xa6,
0,0x04e5,0x01,
0,0x04e6,0xb7,
0,0x04e7,0x01,
0,0x04e8,0xf2,
0,0x04e9,0x01,
0,0x04ea,0xfa,
0,0x04eb,0x01,
0,0x04ec,0xf5,
0,0x04ed,0x02,
0,0x04ee,0x07,
0,0x04ef,0x02,
0,0x04f0,0x41,
0,0x04f1,0x02,
0,0x04f2,0x45,
0,0x04f3,0x02,
0,0x04f4,0x45,
0,0x04f5,0x02,
0,0x04f6,0x52,
0,0x04f7,0x02,
0,0x04f8,0x99,
0,0x04f9,0x02,
0,0x04fa,0x91,
0,0x04fb,0x02,
0,0x04fc,0x91,
0,0x04fd,0x02,
0,0x04fe,0xa5,
0,0x04ff,0x02,
0,0x0500,0xf0,
0,0x0501,0x02,
0,0x0502,0xe2,
0,0x0503,0x02,
0,0x0504,0xdc,
0,0x0505,0x02,
0,0x0506,0xf0,
0,0x0507,0x03,
0,0x0508,0x36,
0,0x0509,0x03,
0,0x050a,0x2d,
0,0x050b,0x03,
0,0x050c,0x1d,
0,0x050d,0x03,
0,0x050e,0x34,
0,0x050f,0x03,
0,0x0510,0x73,
0,0x0511,0x03,
0,0x0512,0x68,
0,0x0513,0x03,
0,0x0514,0x53,
0,0x0515,0x03,
0,0x0516,0x69,
0,0x0517,0x03,
0,0x0518,0x96,
0,0x0519,0x03,
0,0x051a,0x8e,
0,0x051b,0x03,
0,0x051c,0x73,
0,0x051d,0x03,
0,0x051e,0x87,
0,0x051f,0x03,
0,0x0520,0xa8,
0,0x0521,0x03,
0,0x0522,0x99,
0,0x0523,0x03,
0,0x0524,0x83,
0,0x0525,0x03,
0,0x0526,0x96,
0,0x0527,0x03,
0,0x0528,0x9f,
0,0x0529,0x03,
0,0x052a,0x8e,
0,0x052b,0x03,
0,0x052c,0x78,
0,0x052d,0x03,
0,0x052e,0x87,
0,0x052f,0x03,
0,0x0530,0x7c,
0,0x0531,0x03,
0,0x0532,0x68,
0,0x0533,0x03,
0,0x0534,0x53,
0,0x0535,0x03,
0,0x0536,0x69,
0,0x0537,0x03,
0,0x0538,0x47,
0,0x0539,0x03,
0,0x053a,0x2d,
0,0x053b,0x03,
0,0x053c,0x1d,
0,0x053d,0x03,
0,0x053e,0x34,
0,0x053f,0x03,
0,0x0540,0x01,
0,0x0541,0x02,
0,0x0542,0xe7,
0,0x0543,0x02,
0,0x0544,0xdc,
0,0x0545,0x02,
0,0x0546,0xf0,
0,0x0547,0x02,
0,0x0548,0xaa,
0,0x0549,0x02,
0,0x054a,0x9c,
0,0x054b,0x02,
0,0x054c,0x96,
0,0x054d,0x02,
0,0x054e,0xa5,
0,0x054f,0x02,
0,0x0550,0x53,
0,0x0551,0x02,
0,0x0552,0x50,
0,0x0553,0x02,
0,0x0554,0x50,
0,0x0555,0x02,
0,0x0556,0x5a,
0,0x0557,0x02,
0,0x0558,0x04,
0,0x0559,0x02,
0,0x055a,0x0a,
0,0x055b,0x02,
0,0x055c,0x05,
0,0x055d,0x02,
0,0x055e,0x16,
0,0x055f,0x01,
0,0x0560,0xb2,
0,0x0561,0x01,
0,0x0562,0xc2,
0,0x0563,0x01,
0,0x0564,0xc4,
0,0x0565,0x01,
0,0x0566,0xda,
0,0x0567,0x01,
0,0x0568,0x81,
0,0x0569,0x01,
0,0x056a,0x8b,
0,0x056b,0x01,
0,0x056c,0x85,
0,0x056d,0x01,
0,0x056e,0x99,
0,0x056f,0x01,
0,0x0570,0xc7,
0,0x0571,0x01,
0,0x0572,0xda,
0,0x0573,0x01,
0,0x0574,0xd4,
0,0x0575,0x01,
0,0x0576,0xe9,
0,0x0577,0x02,
0,0x0578,0x15,
0,0x0579,0x02,
0,0x057a,0x20,
0,0x057b,0x02,
0,0x057c,0x1a,
0,0x057d,0x02,
0,0x057e,0x2d,
0,0x057f,0x02,
0,0x0580,0x64,
0,0x0581,0x02,
0,0x0582,0x66,
0,0x0583,0x02,
0,0x0584,0x5b,
0,0x0585,0x02,
0,0x0586,0x70,
0,0x0587,0x02,
0,0x0588,0xb3,
0,0x0589,0x02,
0,0x058a,0xa6,
0,0x058b,0x02,
0,0x058c,0x9c,
0,0x058d,0x02,
0,0x058e,0xb4,
0,0x058f,0x02,
0,0x0590,0xf0,
0,0x0591,0x02,
0,0x0592,0xe7,
0,0x0593,0x02,
0,0x0594,0xd7,
0,0x0595,0x02,
0,0x0596,0xe9,
0,0x0597,0x03,
0,0x0598,0x2d,
0,0x0599,0x03,
0,0x059a,0x1d,
0,0x059b,0x03,
0,0x059c,0x07,
0,0x059d,0x03,
0,0x059e,0x1d,
0,0x059f,0x03,
0,0x05a0,0x50,
0,0x05a1,0x03,
0,0x05a2,0x3d,
0,0x05a3,0x03,
0,0x05a4,0x22,
0,0x05a5,0x03,
0,0x05a6,0x3b,
0,0x05a7,0x03,
0,0x05a8,0x59,
0,0x05a9,0x03,
0,0x05aa,0x48,
0,0x05ab,0x03,
0,0x05ac,0x2d,
0,0x05ad,0x03,
0,0x05ae,0x43,
0,0x05af,0x03,
0,0x05b0,0x50,
0,0x05b1,0x03,
0,0x05b2,0x3d,
0,0x05b3,0x03,
0,0x05b4,0x22,
0,0x05b5,0x03,
0,0x05b6,0x3b,
0,0x05b7,0x03,
0,0x05b8,0x36,
0,0x05b9,0x03,
0,0x05ba,0x1d,
0,0x05bb,0x03,
0,0x05bc,0x07,
0,0x05bd,0x03,
0,0x05be,0x1d,
0,0x05bf,0x03,
0,0x05c0,0x01,
0,0x05c1,0x02,
0,0x05c2,0xec,
0,0x05c3,0x02,
0,0x05c4,0xd7,
0,0x05c5,0x02,
0,0x05c6,0xf0,
0,0x05c7,0x02,
0,0x05c8,0xbb,
0,0x05c9,0x02,
0,0x05ca,0xac,
0,0x05cb,0x02,
0,0x05cc,0xa1,
0,0x05cd,0x02,
0,0x05ce,0xb4,
0,0x05cf,0x02,
0,0x05d0,0x76,
0,0x05d1,0x02,
0,0x05d2,0x6b,
0,0x05d3,0x02,
0,0x05d4,0x60,
0,0x05d5,0x02,
0,0x05d6,0x70,
0,0x05d7,0x02,
0,0x05d8,0x27,
0,0x05d9,0x02,
0,0x05da,0x25,
0,0x05db,0x02,
0,0x05dc,0x20,
0,0x05dd,0x02,
0,0x05de,0x34,
0,0x05df,0x01,
0,0x05e0,0xd8,
0,0x05e1,0x01,
0,0x05e2,0xe5,
0,0x05e3,0x01,
0,0x05e4,0xdf,
0,0x05e5,0x01,
0,0x05e6,0xf0,
0,0x05e7,0x01,
0,0x05e8,0x92,
0,0x05e9,0x01,
0,0x05ea,0xa4,
0,0x05eb,0x01,
0,0x05ec,0x9f,
0,0x05ed,0x01,
0,0x05ee,0xb4,
0,0x05ef,0x01,
0,0x05f0,0x61,
0,0x05f1,0x01,
0,0x05f2,0x6e,
0,0x05f3,0x01,
0,0x05f4,0x69,
0,0x05f5,0x01,
0,0x05f6,0x80,
0,0x05f7,0x01,
0,0x05f8,0x9b,
0,0x05f9,0x01,
0,0x05fa,0xaf,
0,0x05fb,0x01,
0,0x05fc,0xa9,
0,0x05fd,0x01,
0,0x05fe,0xbc,
0,0x05ff,0x01,
0,0x0600,0xe1,
0,0x0601,0x01,
0,0x0602,0xef,
0,0x0603,0x01,
0,0x0604,0xe5,
0,0x0605,0x01,
0,0x0606,0xf8,
0,0x0607,0x02,
0,0x0608,0x27,
0,0x0609,0x02,
0,0x060a,0x2b,
0,0x060b,0x02,
0,0x060c,0x25,
0,0x060d,0x02,
0,0x060e,0x34,
0,0x060f,0x02,
0,0x0610,0x64,
0,0x0611,0x02,
0,0x0612,0x66,
0,0x0613,0x02,
0,0x0614,0x5b,
0,0x0615,0x02,
0,0x0616,0x70,
0,0x0617,0x02,
0,0x0618,0xa1,
0,0x0619,0x02,
0,0x061a,0x9c,
0,0x061b,0x02,
0,0x061c,0x8b,
0,0x061d,0x02,
0,0x061e,0x9d,
0,0x061f,0x02,
0,0x0620,0xd6,
0,0x0621,0x02,
0,0x0622,0xc7,
0,0x0623,0x02,
0,0x0624,0xb1,
0,0x0625,0x02,
0,0x0626,0xcb,
0,0x0627,0x02,
0,0x0628,0xf9,
0,0x0629,0x02,
0,0x062a,0xe7,
0,0x062b,0x02,
0,0x062c,0xc7,
0,0x062d,0x02,
0,0x062e,0xe1,
0,0x062f,0x03,
0,0x0630,0x01,
0,0x0631,0x02,
0,0x0632,0xf2,
0,0x0633,0x02,
0,0x0634,0xd1,
0,0x0635,0x02,
0,0x0636,0xf0,
0,0x0637,0x02,
0,0x0638,0xf9,
0,0x0639,0x02,
0,0x063a,0xe7,
0,0x063b,0x02,
0,0x063c,0xc7,
0,0x063d,0x02,
0,0x063e,0xe1,
0,0x063f,0x02,
0,0x0640,0xde,
0,0x0641,0x02,
0,0x0642,0xcc,
0,0x0643,0x02,
0,0x0644,0xb1,
0,0x0645,0x02,
0,0x0646,0xcb,
0,0x0647,0x02,
0,0x0648,0xaa,
0,0x0649,0x02,
0,0x064a,0xa1,
0,0x064b,0x02,
0,0x064c,0x8b,
0,0x064d,0x02,
0,0x064e,0xa5,
0,0x064f,0x02,
0,0x0650,0x76,
0,0x0651,0x02,
0,0x0652,0x6b,
0,0x0653,0x02,
0,0x0654,0x60,
0,0x0655,0x02,
0,0x0656,0x70,
0,0x0657,0x02,
0,0x0658,0x30,
0,0x0659,0x02,
0,0x065a,0x35,
0,0x065b,0x02,
0,0x065c,0x2b,
0,0x065d,0x02,
0,0x065e,0x3c,
0,0x065f,0x01,
0,0x0660,0xea,
0,0x0661,0x01,
0,0x0662,0xfa,
0,0x0663,0x01,
0,0x0664,0xef,
0,0x0665,0x02,
0,0x0666,0x00,
0,0x0667,0x01,
0,0x0668,0xac,
0,0x0669,0x01,
0,0x066a,0xba,
0,0x066b,0x01,
0,0x066c,0xb4,
0,0x066d,0x01,
0,0x066e,0xc3,
0,0x066f,0x01,
0,0x0670,0x66,
0,0x0671,0x01,
0,0x0672,0x80,
0,0x0673,0x01,
0,0x0674,0x74,
0,0x0675,0x01,
0,0x0676,0x87,
0,0x0677,0x01,
0,0x0678,0x32,
0,0x0679,0x01,
0,0x067a,0x43,
0,0x067b,0x01,
0,0x067c,0x3e,
0,0x067d,0x01,
0,0x067e,0x58,
0,0x067f,0x01,
0,0x0680,0x6c,
0,0x0681,0x01,
0,0x0682,0x7c,
0,0x0683,0x01,
0,0x0684,0x77,
0,0x0685,0x01,
0,0x0686,0x8a,
0,0x0687,0x01,
0,0x0688,0xa7,
0,0x0689,0x01,
0,0x068a,0xb6,
0,0x068b,0x01,
0,0x068c,0xb2,
0,0x068d,0x01,
0,0x068e,0xbc,
0,0x068f,0x01,
0,0x0690,0xe1,
0,0x0691,0x01,
0,0x0692,0xf1,
0,0x0693,0x01,
0,0x0694,0xe5,
0,0x0695,0x01,
0,0x0696,0xf8,
0,0x0697,0x02,
0,0x0698,0x1e,
0,0x0699,0x02,
0,0x069a,0x25,
0,0x069b,0x02,
0,0x069c,0x13,
0,0x069d,0x02,
0,0x069e,0x2a,
0,0x069f,0x02,
0,0x06a0,0x50,
0,0x06a1,0x02,
0,0x06a2,0x4d,
0,0x06a3,0x02,
0,0x06a4,0x3d,
0,0x06a5,0x02,
0,0x06a6,0x57,
0,0x06a7,0x02,
0,0x06a8,0x78,
0,0x06a9,0x02,
0,0x06aa,0x78,
0,0x06ab,0x02,
0,0x06ac,0x5b,
0,0x06ad,0x02,
0,0x06ae,0x70,
0,0x06af,0x02,
0,0x06b0,0x90,
0,0x06b1,0x02,
0,0x06b2,0x8a,
0,0x06b3,0x02,
0,0x06b4,0x71,
0,0x06b5,0x02,
0,0x06b6,0x87,
0,0x06b7,0x02,
0,0x06b8,0x99,
0,0x06b9,0x02,
0,0x06ba,0x94,
0,0x06bb,0x02,
0,0x06bc,0x74,
0,0x06bd,0x02,
0,0x06be,0x8c,
0,0x06bf,0x02,
0,0x06c0,0x90,
0,0x06c1,0x02,
0,0x06c2,0x8a,
0,0x06c3,0x02,
0,0x06c4,0x71,
0,0x06c5,0x02,
0,0x06c6,0x87,
0,0x06c7,0x02,
0,0x06c8,0x76,
0,0x06c9,0x02,
0,0x06ca,0x76,
0,0x06cb,0x02,
0,0x06cc,0x5b,
0,0x06cd,0x02,
0,0x06ce,0x70,
0,0x06cf,0x02,
0,0x06d0,0x58,
0,0x06d1,0x02,
0,0x06d2,0x52,
0,0x06d3,0x02,
0,0x06d4,0x3d,
0,0x06d5,0x02,
0,0x06d6,0x55,
0,0x06d7,0x02,
0,0x06d8,0x24,
0,0x06d9,0x02,
0,0x06da,0x2b,
0,0x06db,0x02,
0,0x06dc,0x19,
0,0x06dd,0x02,
0,0x06de,0x2a,
0,0x06df,0x01,
0,0x06e0,0xea,
0,0x06e1,0x01,
0,0x06e2,0xf5,
0,0x06e3,0x01,
0,0x06e4,0xea,
0,0x06e5,0x02,
0,0x06e6,0x00,
0,0x06e7,0x01,
0,0x06e8,0xaf,
0,0x06e9,0x01,
0,0x06ea,0xc1,
0,0x06eb,0x01,
0,0x06ec,0xb6,
0,0x06ed,0x01,
0,0x06ee,0xc3,
0,0x06ef,0x01,
0,0x06f0,0x72,
0,0x06f1,0x01,
0,0x06f2,0x87,
0,0x06f3,0x01,
0,0x06f4,0x82,
0,0x06f5,0x01,
0,0x06f6,0x91,
0,0x06f7,0x01,
0,0x06f8,0x38,
0,0x06f9,0x01,
0,0x06fa,0x4e,
0,0x06fb,0x01,
0,0x06fc,0x48,
0,0x06fd,0x01,
0,0x06fe,0x5f,
0,0x06ff,0xcb,
0,0x0700,0xff,
0,0x0701,0xff,
0,0x0702,0xff,
0,0x0703,0xff,
0,0x0704,0xff,
0,0x0705,0xff,
0,0x0706,0xff,
0,0x0707,0xff,
0,0x0708,0xff,
0,0x0709,0xff,
0,0x070a,0xff,
0,0x070b,0xff,
0,0x070c,0xff,
0,0x070d,0xff,
0,0x070e,0xff,
0,0x070f,0xff,
0,0x0710,0xff,
0,0x0711,0xff,
0,0x0712,0xff,
0,0x0713,0xff,
0,0x0714,0xff,
0,0x0715,0xff,
0,0x0716,0xff,
0,0x0717,0xff,
0,0x0718,0xff,
0,0x0719,0xff,
0,0x071a,0xff,
0,0x071b,0xff,
0,0x071c,0xff,
0,0x071d,0xff,
0,0x071e,0xff,
0,0x071f,0xff,
0,0x0720,0xff,
0,0x0721,0xff,
0,0x0722,0xff,
0,0x0723,0xff,
0,0x0724,0xff,
0,0x0725,0xff,
0,0x0726,0xff,
0,0x0727,0xff,
0,0x0728,0xff,
0,0x0729,0xff,
0,0x072a,0xff,
0,0x072b,0xff,
0,0x072c,0xff,
0,0x072d,0xff,
0,0x072e,0xff,
0,0x072f,0xff,
0,0x0730,0xff,
0,0x0731,0xff,
0,0x0732,0xff,
0,0x0733,0xff,
0,0x0734,0xff,
0,0x0735,0xff,
0,0x0736,0xff,
0,0x0737,0xff,
0,0x0738,0xff,
0,0x0739,0xff,
0,0x073a,0xff,
0,0x073b,0xff,
0,0x073c,0xff,
0,0x073d,0xff,
0,0x073e,0xff,
0,0x073f,0xff,
0,0x0740,0xff,
0,0x0741,0xff,
0,0x0742,0xff,
0,0x0743,0xff,
0,0x0744,0xff,
0,0x0745,0xff,
0,0x0746,0xff,
0,0x0747,0xff,
0,0x0748,0xff,
0,0x0749,0xff,
0,0x074a,0xff,
0,0x074b,0xff,
0,0x074c,0xff,
0,0x074d,0xff,
0,0x074e,0xff,
0,0x074f,0xff,
0,0x0750,0xff,
0,0x0751,0xff,
0,0x0752,0xff,
0,0x0753,0xff,
0,0x0754,0xff,
0,0x0755,0xff,
0,0x0756,0xff,
0,0x0757,0xff,
0,0x0758,0xff,
0,0x0759,0xff,
0,0x075a,0xff,
0,0x075b,0xff,
0,0x075c,0xff,
0,0x075d,0xff,
0,0x075e,0xff,
0,0x075f,0xff,
0,0x0760,0xff,
0,0x0761,0xff,
0,0x0762,0xff,
0,0x0763,0xff,
0,0x0764,0xff,
0,0x0765,0xff,
0,0x0766,0xff,
0,0x0767,0xff,
0,0x0768,0xff,
0,0x0769,0xff,
0,0x076a,0xff,
0,0x076b,0xff,
0,0x076c,0xff,
0,0x076d,0xff,
0,0x076e,0xff,
0,0x076f,0xff,
0,0x0770,0xff,
0,0x0771,0xff,
0,0x0772,0xff,
0,0x0773,0xff,
0,0x0774,0xff,
0,0x0775,0xff,
0,0x0776,0xff,
0,0x0777,0xff,
0,0x0778,0xff,
0,0x0779,0xff,
0,0x077a,0xff,
0,0x077b,0xff,
0,0x077c,0xff,
0,0x077d,0xff,
0,0x077e,0xff,
0,0x077f,0xff,
0,0x0780,0xff,
0,0x0781,0xff,
0,0x0782,0xff,
0,0x0783,0xff,
0,0x0784,0xff,
0,0x0785,0xff,
0,0x0786,0xff,
0,0x0787,0xff,
0,0x0788,0xff,
0,0x0789,0xff,
0,0x078a,0xff,
0,0x078b,0xff,
0,0x078c,0xff,
0,0x078d,0xff,
0,0x078e,0xff,
0,0x078f,0xff,
0,0x0790,0xff,
0,0x0791,0xff,
0,0x0792,0xff,
0,0x0793,0xff,
0,0x0794,0xff,
0,0x0795,0xff,
0,0x0796,0xff,
0,0x0797,0xff,
0,0x0798,0xff,
0,0x0799,0xff,
0,0x079a,0xff,
0,0x079b,0xff,
0,0x079c,0xff,
0,0x079d,0xff,
0,0x079e,0xff,
0,0x079f,0xff,
0,0x07a0,0xff,
0,0x07a1,0xff,
0,0x07a2,0xff,
0,0x07a3,0xff,
0,0x07a4,0xff,
0,0x07a5,0xff,
0,0x07a6,0xff,
0,0x07a7,0xff,
0,0x07a8,0xff,
0,0x07a9,0xff,
0,0x07aa,0xff,
0,0x07ab,0xff,
0,0x07ac,0xff,
0,0x07ad,0xff,
0,0x07ae,0xff,
0,0x07af,0xff,
0,0x07b0,0xff,
0,0x07b1,0xff,
0,0x07b2,0xff,
0,0x07b3,0xff,
0,0x07b4,0xff,
0,0x07b5,0xff,
0,0x07b6,0xff,
0,0x07b7,0xff,
0,0x07b8,0xff,
0,0x07b9,0xff,
0,0x07ba,0xff,
0,0x07bb,0xff,
0,0x07bc,0xff,
0,0x07bd,0xff,
0,0x07be,0xff,
0,0x07bf,0xff,
0,0x07c0,0xff,
0,0x07c1,0xff,
0,0x07c2,0xff,
0,0x07c3,0xff,
0,0x07c4,0xff,
0,0x07c5,0xff,
0,0x07c6,0xff,
0,0x07c7,0xff,
0,0x07c8,0xff,
0,0x07c9,0xff,
0,0x07ca,0xff,
0,0x07cb,0xff,
0,0x07cc,0xff,
0,0x07cd,0xff,
0,0x07ce,0xff,
0,0x07cf,0xff,
0,0x07d0,0xff,
0,0x07d1,0xff,
0,0x07d2,0xff,
0,0x07d3,0xff,
0,0x07d4,0xff,
0,0x07d5,0xff,
0,0x07d6,0xff,
0,0x07d7,0xff,
0,0x07d8,0xff,
0,0x07d9,0xff,
0,0x07da,0xff,
0,0x07db,0xff,
0,0x07dc,0xff,
0,0x07dd,0xff,
0,0x07de,0xff,
0,0x07df,0xff,
0,0x07e0,0xff,
0,0x07e1,0xff,
0,0x07e2,0xff,
0,0x07e3,0xff,
0,0x07e4,0xff,
0,0x07e5,0xff,
0,0x07e6,0xff,
0,0x07e7,0xff,
0,0x07e8,0xff,
0,0x07e9,0xff,
0,0x07ea,0xff,
0,0x07eb,0xff,
0,0x07ec,0xff,
0,0x07ed,0xff,
0,0x07ee,0xff,
0,0x07ef,0xff,
0,0x07f0,0xff,
0,0x07f1,0xff,
0,0x07f2,0xff,
0,0x07f3,0xff,
0,0x07f4,0xff,
0,0x07f5,0xff,
0,0x07f6,0xff,
0,0x07f7,0xff,
0,0x07f8,0xff,
0,0x07f9,0xff,
0,0x07fa,0xff,
0,0x07fb,0xff,
0,0x07fc,0xff,
0,0x07fd,0xff,
0,0x07fe,0xff,
0,0x07ff,0xff,
0,0x0800,0xff,
0,0x0801,0xff,
0,0x0802,0xff,
0,0x0803,0xff,
0,0x0804,0xff,
0,0x0805,0xff,
0,0x0806,0xff,
0,0x0807,0xff,
0,0x0808,0xff,
0,0x0809,0xff,
0,0x080a,0xff,
0,0x080b,0xff,
0,0x080c,0xff,
0,0x080d,0xff,
0,0x080e,0xff,
0,0x080f,0xff,
0,0x0810,0xff,
0,0x0811,0xff,
0,0x0812,0xff,
0,0x0813,0xff,
0,0x0814,0xff,
0,0x0815,0xff,
0,0x0816,0xff,
0,0x0817,0xff,
0,0x0818,0xff,
0,0x0819,0xff,
0,0x081a,0xff,
0,0x081b,0xff,
0,0x081c,0xff,
0,0x081d,0xff,
0,0x081e,0xff,
0,0x081f,0xff,
0,0x0820,0xff,
0,0x0821,0xff,
0,0x0822,0xff,
0,0x0823,0xff,
0,0x0824,0xff,
0,0x0825,0xff,
0,0x0826,0xff,
0,0x0827,0xff,
0,0x0828,0xff,
0,0x0829,0xff,
0,0x082a,0xff,
0,0x082b,0xff,
0,0x082c,0xff,
0,0x082d,0xff,
0,0x082e,0xff,
0,0x082f,0xff,
0,0x0830,0xff,
0,0x0831,0xff,
0,0x0832,0xff,
0,0x0833,0xff,
0,0x0834,0xff,
0,0x0835,0xff,
0,0x0836,0xff,
0,0x0837,0xff,
0,0x0838,0xff,
0,0x0839,0xff,
0,0x083a,0xff,
0,0x083b,0xff,
0,0x083c,0xff,
0,0x083d,0xff,
0,0x083e,0xff,
0,0x083f,0xff,
0,0x0840,0xff,
0,0x0841,0xff,
0,0x0842,0xff,
0,0x0843,0xff,
0,0x0844,0xff,
0,0x0845,0xff,
0,0x0846,0xff,
0,0x0847,0xff,
0,0x0848,0xff,
0,0x0849,0xff,
0,0x084a,0xff,
0,0x084b,0xff,
0,0x084c,0xff,
0,0x084d,0xff,
0,0x084e,0xff,
0,0x084f,0xff,
0,0x0850,0xff,
0,0x0851,0xff,
0,0x0852,0xff,
0,0x0853,0xff,
0,0x0854,0xff,
0,0x0855,0xff,
0,0x0856,0xff,
0,0x0857,0xff,
0,0x0858,0xff,
0,0x0859,0xff,
0,0x085a,0xff,
0,0x085b,0xff,
0,0x085c,0xff,
0,0x085d,0xff,
0,0x085e,0xff,
0,0x085f,0xff,
0,0x0860,0xff,
0,0x0861,0xff,
0,0x0862,0xff,
0,0x0863,0xff,
0,0x0864,0xff,
0,0x0865,0xff,
0,0x0866,0xff,
0,0x0867,0xff,
0,0x0868,0xff,
0,0x0869,0xff,
0,0x086a,0xff,
0,0x086b,0xff,
0,0x086c,0xff,
0,0x086d,0xff,
0,0x086e,0xff,
0,0x086f,0xff,
0,0x0870,0xff,
0,0x0871,0xff,
0,0x0872,0xff,
0,0x0873,0xff,
0,0x0874,0xff,
0,0x0875,0xff,
0,0x0876,0xff,
0,0x0877,0xff,
0,0x0878,0xff,
0,0x0879,0xff,
0,0x087a,0xff,
0,0x087b,0xff,
0,0x087c,0xff,
0,0x087d,0xff,
0,0x087e,0xff,
0,0x087f,0xff,
0,0x0880,0xff,
0,0x0881,0xff,
0,0x0882,0xff,
0,0x0883,0xff,
0,0x0884,0xff,
0,0x0885,0xff,
0,0x0886,0xff,
0,0x0887,0xff,
0,0x0888,0xff,
0,0x0889,0xff,
0,0x088a,0xff,
0,0x088b,0xff,
0,0x088c,0xff,
0,0x088d,0xff,
0,0x088e,0xff,
0,0x088f,0xff,
0,0x0890,0xff,
0,0x0891,0xff,
0,0x0892,0xff,
0,0x0893,0xff,
0,0x0894,0xff,
0,0x0895,0xff,
0,0x0896,0xff,
0,0x0897,0xff,
0,0x0898,0xff,
0,0x0899,0xff,
0,0x089a,0xff,
0,0x089b,0xff,
0,0x089c,0xff,
0,0x089d,0xff,
0,0x089e,0xff,
0,0x089f,0xff,
0,0x08a0,0xff,
0,0x08a1,0xff,
0,0x08a2,0xff,
0,0x08a3,0xff,
0,0x08a4,0xff,
0,0x08a5,0xff,
0,0x08a6,0xff,
0,0x08a7,0xff,
0,0x08a8,0xff,
0,0x08a9,0xff,
0,0x08aa,0xff,
0,0x08ab,0xff,
0,0x08ac,0xff,
0,0x08ad,0xff,
0,0x08ae,0xff,
0,0x08af,0xff,
0,0x08b0,0xff,
0,0x08b1,0xff,
0,0x08b2,0xff,
0,0x08b3,0xff,
